age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y 
39,self-employed,single,unknown,no,0,no,no,unknown,20,6,13,11,-1,0,unknown,no
56,technician,divorced,tertiary,no,401,yes,no,telephone,20,11,26,1,-1,0,unknown,no
29,services,single,unknown,no,33,no,no,unknown,1,7,161,1,-1,0,unknown,no
38,blue-collar,married,primary,no,506,yes,yes,unknown,12,6,122,1,-1,0,unknown,no
59,management,married,tertiary,no,1881,no,no,cellular,19,11,456,2,-1,0,unknown,no
42,technician,single,unknown,no,344,yes,no,unknown,3,6,26,7,-1,0,unknown,no
46,blue-collar,married,primary,no,0,yes,no,unknown,12,5,51,9,-1,0,unknown,no
31,admin.,married,secondary,no,3,yes,no,cellular,28,7,37,12,-1,0,unknown,no
35,services,divorced,secondary,no,221,yes,no,cellular,14,5,150,1,360,1,failure,no
50,self-employed,married,secondary,no,36,no,no,cellular,13,8,104,10,-1,0,unknown,no
42,blue-collar,married,primary,no,969,yes,no,cellular,13,5,721,1,-1,0,unknown,no
36,services,single,secondary,no,760,no,no,unknown,20,6,9,13,-1,0,unknown,no
25,admin.,single,tertiary,no,220,no,no,cellular,26,5,68,1,-1,0,unknown,no
42,management,single,tertiary,no,10907,no,no,cellular,4,5,74,3,-1,0,unknown,no
27,student,single,tertiary,no,-148,yes,no,cellular,11,9,146,3,224,1,other,no
32,blue-collar,married,primary,no,415,yes,no,unknown,2,6,777,4,-1,0,unknown,yes
57,management,married,tertiary,no,1341,yes,no,unknown,8,5,339,2,-1,0,unknown,no
48,blue-collar,married,secondary,no,865,yes,no,cellular,13,5,78,2,-1,0,unknown,no
34,blue-collar,divorced,secondary,no,-566,yes,no,unknown,26,5,248,2,-1,0,unknown,no
33,services,married,secondary,no,210,yes,yes,unknown,20,5,201,1,-1,0,unknown,no
26,technician,single,secondary,no,1275,yes,no,unknown,20,6,18,9,-1,0,unknown,no
50,blue-collar,married,secondary,no,579,no,no,cellular,26,8,83,4,-1,0,unknown,no
60,technician,single,tertiary,no,2934,no,no,cellular,8,8,233,2,-1,0,unknown,no
47,management,married,tertiary,no,6637,yes,no,cellular,17,4,174,2,-1,0,unknown,no
31,management,married,tertiary,no,271,no,no,cellular,18,11,89,1,-1,0,unknown,no
52,technician,married,tertiary,no,0,no,no,cellular,9,8,145,3,94,4,success,no
36,services,married,secondary,no,472,yes,no,unknown,19,6,1017,1,-1,0,unknown,no
43,blue-collar,married,primary,no,487,yes,no,unknown,7,5,548,2,-1,0,unknown,no
30,technician,single,tertiary,no,699,yes,no,cellular,11,8,213,4,-1,0,unknown,no
32,blue-collar,married,secondary,no,150,no,no,cellular,5,2,210,1,-1,0,unknown,no
31,management,single,tertiary,no,1130,yes,no,cellular,17,4,224,3,74,4,failure,no
29,management,single,secondary,no,584,yes,no,unknown,16,6,541,19,-1,0,unknown,no
48,services,divorced,secondary,no,3186,no,yes,cellular,9,4,104,1,-1,0,unknown,no
32,services,single,secondary,no,133,no,no,cellular,15,4,171,1,-1,0,unknown,yes
30,housemaid,single,tertiary,no,868,no,no,cellular,7,8,387,2,-1,0,unknown,no
48,blue-collar,married,secondary,no,480,yes,no,cellular,15,5,830,1,352,2,failure,yes
51,blue-collar,married,unknown,no,1883,yes,no,unknown,5,5,57,1,-1,0,unknown,no
34,management,married,tertiary,no,606,no,no,cellular,20,4,97,1,-1,0,unknown,yes
35,blue-collar,married,secondary,no,603,yes,no,cellular,17,4,474,2,-1,0,unknown,no
49,management,single,primary,no,548,no,no,telephone,31,7,115,6,-1,0,unknown,no
36,unemployed,married,secondary,no,-872,yes,yes,cellular,20,11,153,1,183,1,failure,no
37,blue-collar,divorced,secondary,no,33,yes,no,cellular,20,11,106,2,167,1,failure,no
37,management,married,tertiary,no,1689,yes,no,unknown,29,5,645,2,-1,0,unknown,no
49,blue-collar,married,primary,no,902,no,no,unknown,9,6,210,2,-1,0,unknown,no
44,services,divorced,secondary,no,0,yes,yes,unknown,13,5,97,1,-1,0,unknown,no
40,student,married,secondary,no,260,no,no,cellular,19,11,52,1,152,6,failure,no
57,technician,married,secondary,no,589,yes,no,cellular,2,2,223,1,76,4,failure,no
39,technician,married,secondary,no,626,yes,no,cellular,11,5,126,2,-1,0,unknown,no
38,services,married,secondary,no,0,no,yes,cellular,16,7,1473,6,-1,0,unknown,no
51,blue-collar,divorced,secondary,no,78,yes,no,unknown,27,5,723,2,-1,0,unknown,no
27,blue-collar,single,secondary,no,3792,no,no,cellular,22,4,279,2,-1,0,unknown,yes
38,blue-collar,single,tertiary,no,14058,no,no,telephone,17,7,293,20,-1,0,unknown,no
30,technician,single,secondary,no,-522,yes,yes,cellular,5,5,670,2,286,6,failure,yes
36,student,single,unknown,no,386,no,no,unknown,18,6,359,2,-1,0,unknown,no
37,unemployed,married,secondary,no,1978,no,no,cellular,9,9,404,1,182,1,success,yes
53,admin.,married,secondary,no,459,no,no,cellular,14,10,317,6,192,1,success,no
38,unemployed,married,tertiary,no,2812,yes,no,cellular,30,4,830,1,-1,0,unknown,yes
48,management,married,tertiary,no,5057,no,yes,cellular,19,11,37,1,-1,0,unknown,no
26,housemaid,married,secondary,no,-759,yes,no,cellular,11,7,191,1,-1,0,unknown,no
33,blue-collar,single,secondary,no,-416,yes,no,unknown,16,5,767,2,-1,0,unknown,yes
47,technician,married,unknown,no,2106,yes,no,unknown,6,5,168,1,-1,0,unknown,no
45,management,divorced,tertiary,no,220,yes,no,unknown,18,6,89,4,-1,0,unknown,no
32,blue-collar,divorced,secondary,no,0,yes,no,unknown,2,6,746,2,-1,0,unknown,no
69,retired,married,unknown,no,426,no,no,telephone,9,3,225,1,90,1,success,yes
65,unknown,married,unknown,no,4717,no,no,telephone,6,8,256,1,-1,0,unknown,yes
37,blue-collar,married,secondary,no,395,yes,no,unknown,6,5,219,2,-1,0,unknown,no
45,blue-collar,divorced,primary,no,0,yes,no,cellular,21,7,211,2,-1,0,unknown,no
36,blue-collar,married,secondary,no,-206,yes,no,unknown,8,5,177,2,-1,0,unknown,no
62,self-employed,divorced,tertiary,no,6,yes,no,cellular,13,10,216,1,183,4,success,yes
37,management,married,tertiary,no,4039,no,yes,cellular,25,7,106,2,-1,0,unknown,no
39,services,divorced,secondary,no,687,yes,no,cellular,9,7,869,1,-1,0,unknown,yes
38,technician,single,secondary,no,-242,yes,no,cellular,18,5,1173,3,278,6,success,yes
31,management,married,tertiary,no,582,yes,no,cellular,15,7,58,2,-1,0,unknown,no
58,blue-collar,divorced,primary,no,8218,yes,no,cellular,31,7,124,10,-1,0,unknown,no
44,management,single,tertiary,no,1424,yes,no,cellular,8,8,201,2,-1,0,unknown,no
31,blue-collar,married,secondary,no,92,yes,no,unknown,16,5,688,1,-1,0,unknown,yes
33,technician,single,secondary,no,2085,no,no,cellular,9,2,501,2,-1,0,unknown,yes
36,technician,single,tertiary,no,197,no,no,cellular,30,4,260,1,-1,0,unknown,yes
31,technician,single,secondary,no,2305,no,no,cellular,4,8,139,1,-1,0,unknown,no
45,admin.,married,secondary,no,-547,yes,no,unknown,3,6,214,2,-1,0,unknown,no
30,technician,single,tertiary,no,411,no,no,cellular,21,4,142,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,584,yes,no,cellular,18,7,154,2,-1,0,unknown,no
34,management,married,tertiary,no,997,yes,yes,cellular,21,11,81,1,-1,0,unknown,no
39,admin.,divorced,secondary,no,83,yes,no,cellular,30,7,69,6,-1,0,unknown,no
41,management,married,tertiary,no,6563,no,no,cellular,27,8,136,8,-1,0,unknown,no
32,services,single,secondary,no,0,yes,no,cellular,31,7,99,13,-1,0,unknown,no
32,management,single,tertiary,no,0,no,no,cellular,21,11,9,6,-1,0,unknown,no
36,blue-collar,married,primary,no,398,yes,no,unknown,12,6,278,1,-1,0,unknown,no
35,admin.,married,tertiary,no,1145,yes,no,cellular,2,2,82,2,-1,0,unknown,no
32,management,single,tertiary,no,2,yes,no,cellular,11,9,100,2,-1,0,unknown,yes
33,management,single,tertiary,no,201,yes,no,cellular,19,11,171,1,183,1,failure,no
49,entrepreneur,married,primary,no,563,no,no,unknown,19,6,84,1,-1,0,unknown,no
35,management,married,tertiary,no,3161,no,no,cellular,8,8,433,2,-1,0,unknown,no
31,technician,married,secondary,no,0,no,yes,cellular,15,7,624,6,-1,0,unknown,no
42,management,married,secondary,no,1331,no,no,cellular,23,7,698,2,-1,0,unknown,no
34,housemaid,married,primary,no,2929,no,no,cellular,14,8,518,2,-1,0,unknown,yes
32,services,married,secondary,yes,-220,yes,yes,cellular,25,7,123,2,-1,0,unknown,no
29,management,single,tertiary,no,5980,yes,no,unknown,28,5,317,1,-1,0,unknown,no
32,services,single,secondary,no,48,yes,no,cellular,20,4,8,3,-1,0,unknown,no
50,housemaid,single,unknown,no,0,no,no,telephone,28,7,118,8,-1,0,unknown,no
58,retired,married,secondary,no,3382,no,yes,cellular,28,5,294,2,309,2,failure,no
59,technician,married,secondary,no,2308,no,no,cellular,30,4,815,1,87,1,other,yes
25,student,married,tertiary,no,10,yes,no,cellular,21,7,857,4,-1,0,unknown,yes
57,services,married,secondary,no,162,yes,no,unknown,5,5,174,1,-1,0,unknown,no
30,blue-collar,single,secondary,no,1073,yes,no,cellular,5,5,1130,4,-1,0,unknown,no
26,services,single,secondary,no,1700,yes,no,cellular,7,5,13,5,-1,0,unknown,no
50,services,single,primary,no,148,yes,no,unknown,7,5,198,2,-1,0,unknown,no
39,services,married,secondary,no,0,yes,no,cellular,8,5,503,1,-1,0,unknown,no
45,blue-collar,married,primary,no,185,yes,no,cellular,29,1,249,3,-1,0,unknown,no
37,management,divorced,tertiary,no,896,no,yes,cellular,14,8,343,2,-1,0,unknown,no
47,blue-collar,divorced,primary,no,1279,yes,no,cellular,6,2,479,2,-1,0,unknown,no
50,technician,married,tertiary,no,199,yes,yes,cellular,3,2,116,2,253,1,failure,no
40,management,married,secondary,no,99,no,no,cellular,9,2,15,5,-1,0,unknown,no
35,blue-collar,married,primary,no,378,yes,no,unknown,16,5,427,3,-1,0,unknown,no
53,management,married,tertiary,no,15,no,no,cellular,20,8,921,2,-1,0,unknown,yes
35,admin.,married,secondary,no,147,yes,yes,cellular,29,1,41,1,184,7,failure,no
54,technician,married,secondary,no,2225,no,yes,cellular,13,8,73,2,-1,0,unknown,no
35,admin.,single,secondary,no,1810,yes,no,cellular,25,5,65,2,-1,0,unknown,no
31,housemaid,married,unknown,yes,-6,no,yes,telephone,7,7,94,2,-1,0,unknown,no
46,technician,divorced,secondary,no,435,yes,no,unknown,15,5,192,3,-1,0,unknown,no
52,management,married,secondary,no,335,no,no,cellular,21,10,411,1,182,1,failure,yes
34,admin.,divorced,secondary,no,-251,no,no,cellular,18,7,641,1,-1,0,unknown,yes
46,services,divorced,secondary,no,5,yes,yes,cellular,29,1,305,2,-1,0,unknown,no
54,self-employed,married,secondary,no,641,yes,no,cellular,17,4,472,1,148,2,failure,no
37,admin.,married,tertiary,no,0,yes,no,cellular,21,7,115,1,-1,0,unknown,no
39,admin.,married,tertiary,no,722,no,no,telephone,23,4,141,1,-1,0,unknown,no
50,technician,married,tertiary,no,3337,yes,yes,telephone,31,7,24,14,-1,0,unknown,no
44,technician,divorced,secondary,no,0,no,no,cellular,28,7,264,5,-1,0,unknown,no
56,admin.,married,secondary,no,1504,yes,no,unknown,29,5,66,2,-1,0,unknown,no
40,services,married,tertiary,no,35,no,no,cellular,3,7,318,4,317,3,failure,no
36,services,married,secondary,no,895,yes,yes,unknown,4,6,622,1,-1,0,unknown,no
33,management,married,tertiary,no,752,yes,no,cellular,11,8,104,4,-1,0,unknown,no
33,blue-collar,single,secondary,no,1925,yes,no,cellular,2,3,76,2,-1,0,unknown,no
42,services,married,secondary,no,-246,yes,no,unknown,7,5,149,1,-1,0,unknown,no
30,self-employed,single,tertiary,no,901,yes,yes,unknown,16,5,601,1,-1,0,unknown,no
33,admin.,single,secondary,no,894,no,no,cellular,5,2,509,2,-1,0,unknown,no
26,blue-collar,single,secondary,no,592,yes,yes,unknown,27,5,174,1,-1,0,unknown,no
26,admin.,single,secondary,no,3529,no,yes,cellular,7,9,57,2,-1,0,unknown,no
37,services,married,secondary,no,0,yes,yes,cellular,31,7,187,2,-1,0,unknown,no
59,retired,married,primary,no,0,no,no,cellular,5,6,493,2,-1,0,unknown,yes
49,blue-collar,married,primary,no,371,yes,no,cellular,31,7,18,44,-1,0,unknown,no
33,blue-collar,single,primary,no,1,yes,no,cellular,20,4,257,1,-1,0,unknown,no
46,technician,single,secondary,no,834,yes,no,cellular,11,7,196,2,-1,0,unknown,no
55,entrepreneur,married,primary,no,298,yes,no,unknown,8,5,144,3,-1,0,unknown,no
49,services,married,tertiary,no,306,yes,no,cellular,18,8,285,7,-1,0,unknown,no
51,technician,married,secondary,no,143,yes,no,unknown,16,5,627,1,-1,0,unknown,no
27,admin.,married,secondary,no,186,yes,no,unknown,27,5,136,2,-1,0,unknown,no
44,technician,married,secondary,no,5597,no,no,unknown,20,6,27,3,-1,0,unknown,no
40,services,single,secondary,no,1547,yes,no,cellular,12,5,88,2,173,1,success,no
36,management,married,tertiary,no,1852,no,no,unknown,8,5,362,1,-1,0,unknown,no
46,admin.,single,secondary,no,1790,yes,no,unknown,5,6,214,5,-1,0,unknown,no
30,services,single,secondary,no,20,yes,no,cellular,20,4,404,6,340,1,failure,no
35,admin.,married,secondary,no,8652,yes,no,unknown,24,6,103,6,-1,0,unknown,no
31,technician,single,secondary,no,1626,no,no,cellular,7,5,356,2,286,3,failure,no
37,admin.,married,secondary,no,749,no,no,cellular,21,4,219,1,-1,0,unknown,no
49,blue-collar,married,unknown,no,51,yes,no,unknown,7,5,984,1,-1,0,unknown,no
27,services,single,secondary,yes,-1,no,no,cellular,22,7,60,2,-1,0,unknown,no
32,blue-collar,married,secondary,no,-32,yes,no,cellular,12,5,145,1,-1,0,unknown,no
70,retired,divorced,secondary,no,6850,no,no,telephone,5,3,252,3,183,1,failure,no
22,technician,single,secondary,no,333,no,yes,telephone,12,11,129,1,-1,0,unknown,no
58,blue-collar,married,secondary,no,-27,no,yes,telephone,31,7,77,13,-1,0,unknown,no
33,blue-collar,married,secondary,no,932,yes,no,unknown,21,5,226,1,-1,0,unknown,no
83,retired,divorced,primary,no,0,no,no,telephone,31,5,664,1,77,3,success,no
50,management,divorced,tertiary,no,100,yes,yes,cellular,13,5,157,1,299,3,failure,no
53,blue-collar,married,secondary,no,-626,yes,no,cellular,9,7,205,1,-1,0,unknown,no
37,management,single,tertiary,no,9,no,no,cellular,26,8,484,2,-1,0,unknown,no
55,services,divorced,primary,no,653,no,no,unknown,6,6,800,1,-1,0,unknown,no
49,admin.,married,secondary,no,3608,yes,no,unknown,13,11,231,1,-1,0,unknown,yes
41,blue-collar,married,primary,no,293,yes,yes,cellular,7,5,102,1,-1,0,unknown,no
40,management,single,tertiary,no,36,yes,no,unknown,27,5,240,3,-1,0,unknown,no
48,management,married,tertiary,no,263,yes,no,unknown,5,5,350,2,-1,0,unknown,no
27,student,single,secondary,no,8366,no,no,cellular,7,5,458,2,349,1,other,no
30,management,single,tertiary,no,2186,yes,no,unknown,3,6,366,1,-1,0,unknown,no
37,entrepreneur,single,secondary,no,20453,yes,no,telephone,4,5,115,1,-1,0,unknown,no
37,services,single,secondary,no,105,no,yes,unknown,17,6,260,4,-1,0,unknown,no
40,blue-collar,married,secondary,no,440,yes,no,unknown,5,6,327,2,-1,0,unknown,no
73,retired,married,unknown,no,519,no,no,telephone,16,10,434,1,57,1,failure,yes
50,management,married,tertiary,no,19447,yes,yes,cellular,21,11,166,1,-1,0,unknown,no
53,blue-collar,married,primary,no,225,no,no,cellular,18,7,171,7,-1,0,unknown,no
47,blue-collar,married,secondary,no,2548,yes,no,cellular,11,5,577,1,368,1,other,no
33,technician,divorced,secondary,no,0,no,no,cellular,21,8,224,8,-1,0,unknown,no
50,blue-collar,married,unknown,no,2284,yes,no,telephone,31,7,1088,17,-1,0,unknown,yes
51,blue-collar,married,primary,no,40,yes,no,cellular,13,5,79,1,370,1,failure,no
42,housemaid,divorced,tertiary,no,364,no,no,cellular,18,11,52,1,-1,0,unknown,no
34,technician,single,secondary,no,174,no,no,telephone,11,5,259,4,-1,0,unknown,no
44,technician,married,secondary,no,10888,yes,no,cellular,5,8,163,1,-1,0,unknown,no
32,admin.,married,secondary,no,0,yes,yes,cellular,17,11,159,2,195,2,failure,no
60,retired,married,tertiary,no,225,no,no,cellular,19,8,54,2,-1,0,unknown,no
60,retired,divorced,tertiary,no,2131,no,no,cellular,10,7,421,6,-1,0,unknown,no
29,blue-collar,single,secondary,no,-20,no,yes,cellular,21,7,574,1,-1,0,unknown,yes
39,management,single,secondary,no,36,no,no,cellular,29,8,70,2,-1,0,unknown,no
47,blue-collar,married,primary,no,2642,no,no,cellular,13,8,310,2,-1,0,unknown,no
30,admin.,married,tertiary,no,400,yes,no,cellular,7,5,223,1,-1,0,unknown,no
31,technician,single,tertiary,no,1214,no,no,cellular,3,2,39,1,-1,0,unknown,no
34,management,single,tertiary,no,-292,yes,no,cellular,19,8,181,6,-1,0,unknown,no
51,admin.,married,secondary,no,1415,yes,no,unknown,2,6,151,3,-1,0,unknown,no
38,blue-collar,married,secondary,no,213,yes,no,unknown,16,6,270,15,-1,0,unknown,no
47,admin.,single,secondary,no,2540,no,no,cellular,18,11,110,5,-1,0,unknown,no
46,housemaid,single,tertiary,no,3232,no,no,telephone,15,6,94,2,-1,0,unknown,no
33,management,married,tertiary,no,296,no,no,cellular,16,7,90,2,-1,0,unknown,no
30,management,married,tertiary,no,42,no,no,cellular,25,8,115,6,-1,0,unknown,no
40,technician,married,secondary,no,697,no,no,cellular,24,6,220,2,219,2,other,no
38,blue-collar,single,secondary,no,13156,yes,no,cellular,17,4,291,4,331,1,failure,no
63,retired,divorced,secondary,no,1490,no,no,cellular,8,6,506,1,-1,0,unknown,yes
33,management,married,tertiary,no,150,no,no,cellular,21,8,151,2,-1,0,unknown,no
59,retired,married,secondary,no,0,no,no,unknown,5,6,812,1,-1,0,unknown,yes
29,management,single,tertiary,no,4210,yes,no,cellular,18,5,119,1,-1,0,unknown,no
54,services,divorced,secondary,no,1012,yes,no,cellular,12,5,33,3,175,2,other,no
57,technician,married,secondary,no,16063,yes,no,unknown,30,5,352,3,-1,0,unknown,no
57,blue-collar,married,primary,no,5431,yes,yes,unknown,6,5,383,1,-1,0,unknown,no
28,services,single,secondary,no,317,yes,no,unknown,16,5,21,3,-1,0,unknown,no
30,technician,single,secondary,no,4787,yes,no,cellular,18,11,266,1,167,2,failure,no
28,blue-collar,married,secondary,no,225,yes,yes,unknown,7,5,866,2,-1,0,unknown,no
45,services,divorced,primary,no,3854,yes,no,unknown,20,6,10,3,-1,0,unknown,no
29,services,divorced,secondary,no,92,yes,no,cellular,7,5,240,1,-1,0,unknown,no
42,blue-collar,married,primary,no,-10,yes,no,unknown,9,5,291,4,-1,0,unknown,no
31,blue-collar,married,secondary,no,-617,yes,no,unknown,2,6,115,2,-1,0,unknown,no
59,housemaid,divorced,primary,no,195,no,no,unknown,5,5,366,2,-1,0,unknown,no
41,blue-collar,married,primary,no,1172,yes,no,unknown,15,5,153,1,-1,0,unknown,no
57,housemaid,married,secondary,no,0,no,no,cellular,22,8,197,2,-1,0,unknown,no
43,services,divorced,secondary,no,0,no,no,cellular,31,7,106,4,-1,0,unknown,no
30,services,divorced,secondary,no,-94,yes,no,cellular,14,7,41,2,-1,0,unknown,no
26,admin.,single,secondary,no,609,no,no,telephone,28,1,112,1,-1,0,unknown,no
52,management,single,tertiary,no,4,no,yes,cellular,28,7,30,9,-1,0,unknown,no
32,entrepreneur,divorced,secondary,no,1121,yes,yes,cellular,16,4,211,3,-1,0,unknown,no
39,management,divorced,tertiary,no,355,yes,no,cellular,25,8,313,5,-1,0,unknown,no
31,blue-collar,married,secondary,no,3653,yes,yes,cellular,21,11,252,1,168,4,failure,no
83,retired,divorced,primary,no,1097,no,no,telephone,5,3,181,1,-1,0,unknown,yes
34,management,married,tertiary,no,436,no,yes,cellular,28,7,118,4,-1,0,unknown,no
40,blue-collar,married,secondary,no,4795,yes,no,cellular,17,4,57,1,-1,0,unknown,no
39,self-employed,married,secondary,no,266,no,no,cellular,11,5,102,2,-1,0,unknown,no
